Keyword Version: 8.5,Revision: 2018-02-09 13:07:18,Timestamp: 2018-02-15 08:42:56,Terms Of Use: http://gcmd.nasa.gov/r/l/TermsOfUse,"The most up to date XML representations can be found here: https://gcmdservices.gsfc.nasa.gov/kms/concepts/concept_scheme/sciencekeywords/?format=xml""Case native",,,
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,HYDRAULIC ACTION,,,267eca20-09a7-46ad-89f4-111ccb3fd16d
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,LANDSLIDE,,,54e5d072-5a2c-471b-bca0-7e4ca32a2001
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,SALTATION,,,93596daf-d2d3-4bb8-9626-9db100c402de
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,SEDIMENT TRANSPORT,,,0c33b48d-1dd1-4309-bcd4-1ce3d0e24b46
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,SEDIMENTATION,SEDIMENT CHEMISTRY,,09b4427b-9e8b-413a-83cd-f087b284cf61
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,SEDIMENTATION,SEDIMENT COMPOSITION,,17747820-39de-4908-bb3d-8c2f94ddd6f4
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,SEDIMENTATION,STRAITIGRAPHIC SEQUENCE,,103f1165-1008-4caa-bf77-5259ae1a7a36
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,SEDIMENTATION,,,984e15c6-7eac-45b8-b098-ad82eab6be6e
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,SUSPENSION,,,8009663e-73c7-403e-b849-f40d2c3e3de8
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,WEATHERING,,,6f47d087-21dc-41bc-955e-6eb2db8890cd
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,,,,6f47ae88-f28f-43e3-be6a-34f86b15fe19
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,ARETES,,,8e73bff6-c2f9-46a6-963b-8ef09dd7f5f3
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,CIRQUES/COMBES,,,ae3b0c3d-35a1-4c94-ba72-ffe1a641902e
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,CREVASSES,LONGITUDINAL CREVASSES,,429d0eba-2689-4674-9a8a-d88c4058b1bf
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,CREVASSES,MARGINAL CREVASSES,,bc803dca-2fdb-4dc0-bf02-f0b9399d6816
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,CREVASSES,TRANSVERSE CREVASSES,,45101ace-ce83-4b56-bea6-c4eca9c693dd
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,CREVASSES,,,e0d85cf0-b477-47df-a067-18e28a3e228f
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,DRUMLINS,,,4be9b544-68fa-45ea-89f1-a44a9f5929e5
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,ESKERS,,,5e012809-98cf-468f-bdf7-7cea8569d3ab
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,FJORDS,,,6aed82cb-be90-4e58-ae33-14943ea555be
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,GLACIAL HORNS,,,5477fad4-789b-436d-a01e-610aa8efa592
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,GLACIER STRIATIONS/GROOVES,,,b2d3b8a4-4861-4c21-b875-97084b6e75aa
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,GLACIER/HANGING/U-SHAPED VALLEYS,,,d23f75ed-29ea-4aa2-8785-fd3a3726bc33
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,GLACIER/ICE CAVES,,,93b60653-f7bb-46f3-8f65-69221267018c
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,ICE-DAMMED LAKES,,,ee565a8c-72b9-44a4-b25d-efefd1a28d8d
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,KAME DELTA,,,3f86db44-f853-4eb3-b4e3-4aaee481043a
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,KAMES,,,89541868-0ea0-47c6-b81e-a0c4981f2d62
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,KETTLE HOLES,,,6d3722bb-29c0-4fb6-90c3-3f3a144b9941
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,MORAINES,LATERAL MORAINE,,a4f0e7c2-711e-4675-b7c8-f5430905aa89
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,MORAINES,MEDIAL MORAINE,,9d6c8fac-a5cd-4fbc-8283-1bc256c12a43
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,MORAINES,RECESSIONAL MORAINE,,c4f0d15c-1f9b-40f3-b5d4-da1d6ebe6da8
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,MORAINES,RIBBED/ROGAN MORAINE,,a389919c-a6da-465e-b074-ea29b66a686b
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,MORAINES,TERMINAL MORAINE,,7886c3eb-e86e-4a84-9f2f-e398ecc82b2d
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,MORAINES,,,4f590d94-110c-4762-9171-aba6d24af6a0
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,NUNATAKS,,,3b8bdda1-2415-47ea-b4cf-c802fa44c496
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,OUTWASH FANS/PLAINS,,,a8bfc8ad-42f2-43cc-b161-20058037bb95
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,ROCHE MOUNTONNEES/SHEEPBACK,,,691cb42a-9de2-4f49-b1b4-9a4be80abd2b
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,ROCK GLACIERS,,,2d98cbaf-8c82-46e6-9962-a5e63918fe66
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,TILL PLAINS,,,2bea72da-2cf3-403c-adb9-9d963eb71536
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL LANDFORMS,,,,3c78951a-0293-4fb0-baff-ec7372fe784d
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,ABLATION,,,99db4dca-4d07-48fd-8ba3-393532d04aa6
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,ABRASION,,,8f57f4b0-5177-4362-81e8-ced75d37d1aa
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,CRUST REBOUND,,,c06e70c0-616c-44f2-a884-ad0252e29e37
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,DEGRADATION,,,e60bfab8-01a8-4d0b-ae95-5d9014c71717
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,DUMPING,,,b6d56c3f-daa4-4c2f-9c56-4cecdf3d9fcd
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,ENTRAINMENT,,,1dc7ed2f-2834-4044-8caa-117ce12389af
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,FIRN FORMATION,,,5b66d75f-331f-49d0-ad97-12f6535ce93a
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,FREEZE/THAW,BASAL ICE FREEZING,,a72c8430-0b33-4167-b189-1309cc2048c5
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,FREEZE/THAW,,,f7849055-fa5c-437c-a8c6-08c7db3a3b0a
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,GLACIAL DISPLACEMENT,,,5ddbaf71-b279-42cf-b250-faaefb627f66
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,GLACIAL DRIFT,,,5cd3ad48-ade6-4306-a7de-4e68ecdf6bc7
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,GLACIAL GROWTH,,,4be0198b-b88c-44db-b887-6cc7f5cd68f8
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,GLACIAL STRIATION,,,114e9f84-8bc5-4863-abd2-55b80ed2af11
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,GLACIER CRUST SUBSIDENCE,,,b87c5264-13c6-4716-acf3-51b2576dc1e9
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,PERIGLACIAL PROCESSES,,,fa0f38f3-2faa-4cd7-a848-22f3d96ab210
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,PLUCKING,,,c4619d3d-f852-4899-9e33-9fd6d4096351
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,SCOURING,,,7ca88385-d0cf-439c-9a12-86b926b71582
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,SEDIMENT TRANSPORT,,,791b7271-3a30-46ee-98e0-bc8239389950
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,SEDIMENTATION,SEDIMENT CHEMISTRY,,7d10ff6d-efde-4f97-866b-7d771dd32b25
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,SEDIMENTATION,STRATIGRAPHIC SEQUENCE,,c25fef4a-f346-4831-8015-7853886c4fc7
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,SEDIMENTATION,,,d8f33f0a-137c-49ac-aebf-f8a8b0540a09
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,WEATHERING,,,580ef100-0fb8-456c-a9ca-565d11392a26
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,GLACIAL PROCESSES,,,,d7b62912-5970-46b1-be45-6a603c9a6979
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST LANDFORMS,CAVES,,,631c5fb8-5e44-48f8-b937-a5f393d0832d
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST LANDFORMS,COCKPIT/TOWER KARST,,,a20151df-e7cf-43e0-9745-ffc965f97ef7
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST LANDFORMS,KARST VALLEY,,,c319a44c-b21a-491f-9cf0-65868507576c
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST LANDFORMS,SINKHOLES (DOLINES),,,7f298307-73f6-4f10-96a2-db381f357cb6
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST LANDFORMS,UVALA,,,40d9bf88-e7e2-4137-81fc-4721d67ce520
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST LANDFORMS,,,,ac2d1035-1896-42c1-861b-042a917b6889
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST PROCESSES,CACO3,,,9902dc89-61fb-4a1e-becf-c8138122d2c4
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST PROCESSES,DISSOLVED CO2,,,613abf26-7625-4134-8961-7a59fe82efc9
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST PROCESSES,KARST HYDROLOGY,SUBSURFACE DRAINAGE,,bbfe00ab-ab63-40e0-8752-8f47d17c1d39
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST PROCESSES,KARST HYDROLOGY,,,05172a3b-cdc0-4e97-af29-e38cd4f271c6
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST PROCESSES,POROSITY,,,07f6c977-077b-47f2-962c-00dadcd9f555
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST PROCESSES,WEATHERING,,,60dc0787-9e7e-4e0d-8023-d916da5d0836
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,KARST PROCESSES,,,,63846997-4a3f-41e1-9241-6d5053360d7a
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,CALDERA,,,5d9d1d85-b402-4f84-ab5c-03a49fc68c25
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,CINDER CONE,,,7c394040-91f1-4438-a50a-3118254f5989
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,FAULTS,,,6107d1c4-5aea-4bfa-861d-d77083a4476e
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,FOLDS,,,a2a3893c-de51-4ca7-a952-e9a43dd961a1
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,GEYSER,,,ea580c65-2f66-4745-bbb6-dde61279ecfa
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,GRABEN,,,524f075d-e875-4c9d-9e46-91f2a0b12168
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,HORST,,,bf3fbdaa-cefb-4a54-8a4e-ee0a862795fb
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,LAVA DOME,,,33a0cd6c-a8e4-4187-a2f3-7eb4bf62808d
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,LAVA PLAIN,,,dc18db4d-2184-453e-ba0a-86c83a9bede0
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,MAAR,,,c1f717e9-da1a-4e85-ba2b-01986d53674d
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,MOUNTAINS,,,c34ea556-10bd-4665-9f22-68b5d05c9aea
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,PLATEAU,,,0baf564f-f942-4aeb-9b75-30b838f28f3f
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,RIDGE,,,ca091be1-4762-49ec-859b-a1a2fcb8e038
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,RIFT VALLEY,,,0bd4d492-4911-4a6a-afaa-34899a80294b
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,TUYA,,,a355aafc-f0ce-4774-afc3-82b41df5f022
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,VOLCANO,,,cefe2205-809c-4386-915e-a8737ae8e68e
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC LANDFORMS,,,,46172bbe-8bf0-49a0-848f-129c089aeb8e
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC PROCESSES,EPEIROGENIC MOVEMENT,,,ebcd5f14-9468-493b-b0e6-de5afda2621a
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC PROCESSES,ISOSTATIC UPLIFT,,,ca464924-4299-46ea-8cae-fd9bad49c1b1
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC PROCESSES,OROGENIC MOVEMENT,,,46d188a9-1099-4d72-b466-6e839297320e
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC PROCESSES,RIFTING,,,9c207e15-9947-4849-bdf4-c1893a7f800a
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC PROCESSES,SUBDUCTION,,,44dd98d0-a0d0-46b2-bb98-ed887ce7fa60
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC PROCESSES,TECTONIC UPLIFT,,,4bc109b5-6788-4f64-8238-745bab3910dd
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,TECTONIC PROCESSES,,,,f0bd7eeb-9004-4e40-a649-f6010d8a4303
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,,,,,b5cb1fab-7281-478f-bb3b-ff04f900b3fc
EARTH SCIENCE,SOLID EARTH,GEOTHERMAL DYNAMICS,GEOTHERMAL ENERGY,ENERGY DISTRIBUTION,,,9d258088-e5bd-42b9-a281-e566da10ea74
EARTH SCIENCE,SOLID EARTH,GEOTHERMAL DYNAMICS,GEOTHERMAL ENERGY,ENERGY OUTPUT,,,64461e23-b3c1-4b99-b879-84e54bacdb24
EARTH SCIENCE,SOLID EARTH,GEOTHERMAL DYNAMICS,GEOTHERMAL ENERGY,,,,33d1810f-40c6-4b37-ac90-7435ef5fa507
EARTH SCIENCE,SOLID EARTH,GEOTHERMAL DYNAMICS,GEOTHERMAL TEMPERATURE,AMBIENT TEMPERATURE,,,1d2ac206-0977-4145-b334-baa6e13a0db6
EARTH SCIENCE,SOLID EARTH,GEOTHERMAL DYNAMICS,GEOTHERMAL TEMPERATURE,TEMPERATURE GRADIENT,TEMPERATURE GRADIENT RATE,,f4573e47-3cce-49ec-98d3-b5b3bb51371e
EARTH SCIENCE,SOLID EARTH,GEOTHERMAL DYNAMICS,GEOTHERMAL TEMPERATURE,TEMPERATURE GRADIENT,,,99d567bb-7767-4ea4-a135-a611eac6a669
EARTH SCIENCE,SOLID EARTH,GEOTHERMAL DYNAMICS,GEOTHERMAL TEMPERATURE,TEMPERATURE PROFILES,,,321d9086-fc85-40a3-a2e0-d24bc6765345
EARTH SCIENCE,SOLID EARTH,GEOTHERMAL DYNAMICS,GEOTHERMAL TEMPERATURE,,,,cacfd8f0-b83a-46b7-b324-52ce1b55baa9
EARTH SCIENCE,SOLID EARTH,GEOTHERMAL DYNAMICS,,,,,ec2bf43d-2525-439e-bbbe-0db758e71965
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,CONTROL SURVEYS,,,,8b39b880-f385-4dab-a563-24064b43be7e
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,CRUSTAL MOTION,ISOSTATIC ADJUSTMENTS,,,5dee7d0e-e13e-4974-9750-79d5cd886c7a
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,CRUSTAL MOTION,OCEAN CRUST DEFORMATION,,,aa6c2fe7-3261-4fd8-bed4-81403bc49086
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,CRUSTAL MOTION,,,,122f7d15-7e5c-4249-992c-c753c80cf05b
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,GRAVITATIONAL FIELD,,,,56b4cbe5-e5f7-4e61-8c48-bbb858b505e6
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,GRAVITY ANOMALIES,,,,fb7eeee0-9ad1-40f8-baa2-df7dc3acb6d3
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,GRAVITY,,,,69af3046-08e0-4c24-981d-803c0412ce58
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,POLAR MOTION,ANNUAL ELLIPTICAL COMPONENT,,,9d184041-9848-4f76-affd-74f4e4fd7462
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,POLAR MOTION,CHANDLER CIRCULAR COMPONENT,,,a983aad3-c72a-49e8-8de9-e0aaf35e14b3
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,POLAR MOTION,,,,c44b078d-ec95-47d5-9a43-ba8475e568d2
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,ROTATIONAL MOTION/VARIATIONS,ROTATIONAL RATE/SPEED,,,d5d9bd6a-92c4-49ac-bddf-0077cf804ea7
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,ROTATIONAL MOTION/VARIATIONS,TIDAL FRICTION,,,4bb526d7-2c14-43bc-a2a7-f166b5c41a3a
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,ROTATIONAL MOTION/VARIATIONS,,,,05225982-60ab-4772-a0b7-f67c3b853ab9
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,SATELLITE ORBITS/REVOLUTION,ANGLE OF ELEVATION,,,96427b44-91a8-4ace-8276-0117948878ee
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,SATELLITE ORBITS/REVOLUTION,ANGLE OF INCLINATION,,,025d666e-a5bb-48b5-9890-129e60104611
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,SATELLITE ORBITS/REVOLUTION,ORBIT TYPE,,,e709d2f9-c110-4e71-b4da-ff1a7c382d99
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,SATELLITE ORBITS/REVOLUTION,ORBIT VELOCITY,,,53eeb68a-615d-42d0-9c6b-ddfe0d0eb2c7
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,SATELLITE ORBITS/REVOLUTION,ORBITAL POSITION,,,e72ba365-ea43-42ef-acd1-05ac5c46f29a
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,SATELLITE ORBITS/REVOLUTION,,,,71278ba7-9a13-43ba-9ec3-62ae2b39de88
EARTH SCIENCE,SOLID EARTH,GRAVITY/GRAVITATIONAL FIELD,,,,,221386f6-ef9b-4990-82b3-f990b0fe39fa
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,AGE DETERMINATIONS,,,,d4ac49a1-9ba5-4a90-a033-2ef317028352
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,BEDROCK LITHOLOGY,,,,4beaeec9-0750-44e6-8fb4-8d0085efc82e
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,ELEMENTS,MAJOR ELEMENTS,,,2440389a-d0d9-445a-9dce-908900f0c3a7
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,ELEMENTS,MINOR ELEMENTS,,,63cf1bca-72c7-4f5e-8018-3d22befa7147
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,ELEMENTS,RADIOACTIVE ELEMENTS,,,334f47c1-fd13-483f-b493-e69a9e93d553
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,ELEMENTS,TRACE ELEMENTS,,,c3c898d7-14db-4536-bd86-f8f222167195
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,ELEMENTS,,,,da22144c-634d-4007-aba9-e636a9f2fa3f
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,GAS HYDRATES,GAS HYDRATES AGE DETERMINATIONS,,,43561874-c5c4-47d5-8daf-e99fab694042
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,GAS HYDRATES,GAS HYDRATES FORMATION,,,9589c9f5-fd13-4809-b26c-bd71db371836
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,GAS HYDRATES,GAS HYDRATES PHYSICAL/OPTICAL PROPERTIES,CLEAVAGE,,ec950d11-30a8-44c3-b1f3-8e93b131211f
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,GAS HYDRATES,GAS HYDRATES PHYSICAL/OPTICAL PROPERTIES,COLOR,,c5bc5153-d8ed-455b-9a05-aebb1026e2fb
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,GAS HYDRATES,GAS HYDRATES PHYSICAL/OPTICAL PROPERTIES,COMPOSITION/TEXTURE,,8d396c19-6c45-44f6-9b59-53e1c3712622
EARTH SCIENCE,SOLID EARTH,ROCKS/MINERALS/CRYSTALS,GAS HYDRATES,GAS HYDRATES PHYSICAL/OPTICAL PROPERTIES,ELECTRICAL,,dfb9f260-ce31-4bdc-99af-f3a6f89f52a2
