"ConceptScheme URI",https://w3id.org/formater/variable/
PREFIX,ft,https://w3id.org/formater/variable/

"Ce fichier est utilisé pour enrichir le thésaurus des mots scientifiques du gcmd"

"La traduction du label et de la définition de chaque concept serait un + (les colonnes skos:prefLabel@fr et skos:definition@fr)"
"la colonne skos:exactMatch est utilisé pour créer un lien avec les concepts d'autres thésaurus"
"   - l'URI du terme correspondant du gcmd s'y trouve déjà"
"   - pour ajouter des concepts correspondants d'autres thésaurus, il faut séparer les URI par des virgules "","""

"Les identifiants de chaque concept ont été générés automatiquement et seront modifiés ultérieurement"
" Ils ne doivent pas être modifiés car ils sont utilisés pour créer des liens entre concepts"


URI,skos:prefLabel@en,skos:prefLabel@fr,skos:definition@en,skos:definition@fr,skos:narrower,skos:broader,skos:related,skos:exactMatch
ft:geomagnetism-paleomagnetism,Paleomagnetism,,"Pertaining to the use of remnant magnetic signatures within the rocks of the Earth's crust to determine the state of the Earth's magnetic field at a given time into the past, or to locate a paleocontinent on the surface
of the Earth.",,ft:geomagnetism,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/720969dd-e966-41aa-af94-ee41cdf60390
ft:solid,Rocks/minerals/crystals,,"A naturally occurring solid aggregate of one or more minerals that make up the solid earth.",,ft:solid_earth,"ft:solid-sedimentary_rocks, ft:solid-igneous_rocks, ft:solid-gas_hydrates, ft:solid-metals, ft:solid-non-metallic_minerals, ft:solid-age_determinations, ft:solid-metamorphic_rocks, ft:solid-minerals, ft:solid-meteorites, ft:solid-sediments, ft:solid-bedrock_lithology, ft:solid-elements",,https://gcmdservices.gsfc.nasa.gov/kms/concept/ba8d7f68-ad3a-4874-bc75-312b24b1b1ac
ft:solid-sedimentary_rocks,"Sedimentary rocks",,"Pertaining to the composition, texture, formation, location, extent, etc. of
rocks formed through sedimentary processes. 
",,ft:solid,"ft:solid-sedimentary_rocks-coal, ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties, ft:solid-sedimentary_rocks-sedimentary_rock_formation, ft:solid-sedimentary_rocks-sedimentary_rock_vertical-geographic_distribution, ft:solid-sedimentary_rocks-sedimentary_rock_age_determinations",,https://gcmdservices.gsfc.nasa.gov/kms/concept/85353d7b-05d8-4c32-a5b2-065f1f22f026
ft:solid-sedimentary_rocks-coal,Coal,,"Pertaining to the location, mining, production, or uses of the fossil fuel (coal).",,ft:solid-sedimentary_rocks,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/8b726747-6eba-4ce6-bfc6-ee84616a1862
ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties,"Sedimentary rock physical/optical properties",,"The study and analysis of the various physical and optical properties of sedimentary rocks.",,ft:solid-sedimentary_rocks,"ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-composition-texture, ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-hardness, ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-specific_gravity, ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-luster, ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-stability, ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-color, ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-electrical, ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-luminescence, ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-cleavage, ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-reflection",,https://gcmdservices.gsfc.nasa.gov/kms/concept/609aeae6-388f-41a1-8813-a2e760e8fdb7
ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-composition-texture,Composition/texture,,"An analysis of the composition and texture of sedimentary rocks within the solid Earth.",,ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/dbfa6bae-c59a-4c41-b3d1-12b3fd6b5641
ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-hardness,Hardness,,"In mineralogy the property of matter commonly described as the resistance of a substance to being scratched by another substance.",,ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/99d75da3-aa22-4d29-9a56-7e0413665031
ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-specific_gravity,"Specific gravity",,"Identified as the density of the rock.",,ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/383eb3f9-49bb-4210-ab59-030eeb1f68c3
ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-luster,Luster,,"The way light reflects off the surface of a mineral.",,ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/1fca9e52-07fa-424b-b75a-ef1003e77b56
ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-stability,Stability,,"The ability of a mineral to remain unaltered over a stated range of pressure and temperature.",,ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/54a4a67a-b1ed-429b-876b-a595164a807c
ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-color,Color,,"The intrinsic color of the mineral.",,ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/e0c40575-4033-4e91-9874-3cd83ce80bc1
ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-electrical,Electrical,,"The electrical nature of a material is characterized by its conductivity (or, inversely, its resistivity) and its dielectric constant, and coefficients that indicate the rates of change of these with temperature, frequency at which measurement is made, and so on. For rocks with a range of chemical composition as well as variable physical properties of porosity and fluid content, the values of electrical properties can vary widely.",,ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/f5cd9ac7-6b10-44dd-8b1d-660a7a681518
ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-luminescence,Luminescence,,"The emission of “cold light” from minerals. There are several varieties of luminescence, each named according to the source of energy, or the trigger for the luminescence.",,ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/3e705ebc-c58f-460d-b5e7-1da05ee45cc1
ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-cleavage,Cleavage,,"Breakage of a mineral along a flat plane of weakness.",,ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/b5ae8710-8c7e-48ab-bf0f-2f18b2598a5a
ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties-reflection,Reflection,,"A method of exploration geophysics that uses the principles of seismology to estimate of the properties of the Earth's subsurface from reflected seismic waves. This measurement is also known as seismic reflection.",,ft:solid-sedimentary_rocks-sedimentary_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/73e9349c-08db-4ca5-87f8-bbe785c25629
ft:solid-sedimentary_rocks-sedimentary_rock_formation,"Sedimentary rock formation",,"The formation of sedimentary rock from the consolidation of clay sediments.",,ft:solid-sedimentary_rocks,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/8777e995-2acc-40cd-b81a-f0c7b69df23e
ft:solid-sedimentary_rocks-sedimentary_rock_vertical-geographic_distribution,"Sedimentary rock vertical/geographic distribution",,"The vertical and geographic distribution of sedimentary rocks within the solid Earth.",,ft:solid-sedimentary_rocks,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/23706ac6-8f15-4548-b1c5-6594d825d56d
ft:solid-sedimentary_rocks-sedimentary_rock_age_determinations,"Sedimentary rock age determinations",,"An analysis and determination of the age of sedimentary rocks.",,ft:solid-sedimentary_rocks,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/701f2b6f-34b0-4f69-941e-c2c5545abc0b
ft:solid-igneous_rocks,"Igneous rocks",,"Pertaining to the composition, texture, formation, location, extent, etc. of
rocks formed through igneous processes. 
",,ft:solid,"ft:solid-igneous_rocks-igneous_rock_physical-optical_properties, ft:solid-igneous_rocks-igneous_rock_formation, ft:solid-igneous_rocks-igneous_rock_age_determinations, ft:solid-igneous_rocks-igneous_rock_vertical-geographic_distribution",,https://gcmdservices.gsfc.nasa.gov/kms/concept/e8d97ffd-2fd2-4989-88a7-9772fc9b7cd8
ft:solid-igneous_rocks-igneous_rock_physical-optical_properties,"Igneous rock physical/optical properties",,"The study and analysis of the various physical and optical properties of igneous rocks.",,ft:solid-igneous_rocks,"ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-composition-texture, ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-hardness, ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-specific_gravity, ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-luster, ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-stability, ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-color, ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-electrical, ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-luminescence, ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-cleavage, ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-reflection",,https://gcmdservices.gsfc.nasa.gov/kms/concept/a17a781d-01b0-470c-a4e2-e91ca8b1fbdc
ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-composition-texture,Composition/texture,,"An analysis of the composition and texture of igneous rocks within the solid Earth.",,ft:solid-igneous_rocks-igneous_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/2cb4e7de-fba7-420a-9137-ac10e298fd63
ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-hardness,Hardness,,"In mineralogy the property of matter commonly described as the resistance of a substance to being scratched by another substance.",,ft:solid-igneous_rocks-igneous_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/8443b43e-9512-4389-bc89-11c7510144f6
ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-specific_gravity,"Specific gravity",,"Identified as the density of the rock.",,ft:solid-igneous_rocks-igneous_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/ba73a304-0302-40bc-af08-79d923054162
ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-luster,Luster,,"The way light reflects off the surface of a mineral.",,ft:solid-igneous_rocks-igneous_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/e1e3f623-5a18-46a8-b8a8-22c082b643ad
ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-stability,Stability,,"The ability of a mineral to remain unaltered over a stated range of pressure and temperature.",,ft:solid-igneous_rocks-igneous_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/92b21b46-90e1-4ea6-a5be-e2ce663a028d
ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-color,Color,,"The intrinsic color of the mineral.",,ft:solid-igneous_rocks-igneous_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/7ca1ab0a-2aa1-438c-b4c0-93dd8db37bb1
ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-electrical,Electrical,,"The electrical nature of a material is characterized by its conductivity (or, inversely, its resistivity) and its dielectric constant, and coefficients that indicate the rates of change of these with temperature, frequency at which measurement is made, and so on. For rocks with a range of chemical composition as well as variable physical properties of porosity and fluid content, the values of electrical properties can vary widely.",,ft:solid-igneous_rocks-igneous_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/8cd774ee-2437-4790-ae2c-4492ecfc5013
ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-luminescence,Luminescence,,"The emission of “cold light” from minerals. There are several varieties of luminescence, each named according to the source of energy, or the trigger for the luminescence.",,ft:solid-igneous_rocks-igneous_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/bd075d4b-1112-4290-920d-cf15280d54b8
ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-cleavage,Cleavage,,"Breakage of a mineral along a flat plane of weakness.",,ft:solid-igneous_rocks-igneous_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/746a7f6e-8923-47a1-9e95-9103a1231fc4
ft:solid-igneous_rocks-igneous_rock_physical-optical_properties-reflection,Reflection,,"A method of exploration geophysics that uses the principles of seismology to estimate of the properties of the Earth's subsurface from reflected seismic waves. This measurement is also known as seismic reflection.",,ft:solid-igneous_rocks-igneous_rock_physical-optical_properties,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/19791e07-39bf-4635-b695-a819e38e20ca
ft:solid-igneous_rocks-igneous_rock_formation,"Igneous rock formation",,"Rock created by the solidification of molten magma.",,ft:solid-igneous_rocks,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/984d4966-070d-4f8c-85e7-83bb0fd804a8
ft:solid-igneous_rocks-igneous_rock_age_determinations,"Igneous rock age determinations",,"An analysis and determination of the age of igneous rocks",,ft:solid-igneous_rocks,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/53e3eeca-265b-42d8-ad64-bfcc2acdad26
ft:solid-igneous_rocks-igneous_rock_vertical-geographic_distribution,"Igneous rock vertical/geographic distribution",,"The vertical and geogrpahic distribution of igneous rock within the solid earth.",,ft:solid-igneous_rocks,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/16499bb4-95bd-4bc0-b8d8-1fd11ca7d44d
ft:solid-gas_hydrates,"Gas hydrates",,"Pertaining to the location, mining, production, or use of Methane Hydrates 
",,ft:solid,"ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties, ft:solid-gas_hydrates-gas_hydrates_formation, ft:solid-gas_hydrates-gas_hydrates_vertical-geographic_distribution, ft:solid-gas_hydrates-gas_hydrates_age_determinations",,https://gcmdservices.gsfc.nasa.gov/kms/concept/a654a922-8b69-46f2-be40-d4d830ce999c
ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties,"Gas hydrates physical/optical properties",,"The study and analysis of the various physical and optical properties of gas hydrates.",,ft:solid-gas_hydrates,"ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties-composition-texture, ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties-hardness, ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties-specific_gravity, ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties-luster, ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties-stability, ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties-color, ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties-electrical, ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties-luminescence, ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties-cleavage, ft:solid-gas_hydrates-gas_hydrates_physical-optical_properties-reflection",,https://gcmdservices.gsfc.nasa.gov/kms/concept/1f76b928-d41a-4fbd-9da7-b8602f0183bd
